Year,Category,Subtype,Count,Cleared,ClearRate
2022,Criminal Code Traffic,Other,1,1,1.0
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,1.0
2020,Crimes Against the Person,Robbery-Financial,1,1,1.0
2018,Crimes Against the Person,Robbery-Other,21,9,0.43
2018,Crimes Against the Person,Other,44,27,0.61
2017,Crimes Against Property,Theft Under $5000,2,2,1.0
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,10,0.83
2014,Criminal Code Traffic,Other,10,10,1.0
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,2,1.0
2021,Crimes Against Property,Theft Under $5000,2,2,1.0
2016,Crimes Against the Person,Robbery-Other,5,2,0.4
2023,Other Criminal Code Violations,Other,84,77,0.92
2015,Controlled Drugs and Substances Act,Other,5,5,1.0
2023,Controlled Drugs and Substances Act,Other,2,2,1.0
2014,Crimes Against the Person,Sexual Violation,8,5,0.62
2019,Crimes Against the Person,Other,20,15,0.75
2015,Crimes Against Property,Other,10,6,0.6
2014,Crimes Against the Person,Other,14,10,0.71
2021,Crimes Against Property,Other,54,14,0.26
2014,Crimes Against Property,Break & Enter-Other,7,3,0.43
2023,Crimes Against Property,Fraud,48,3,0.06
2017,Crimes Against the Person,Assault,148,95,0.64
2021,Other Criminal Code Violations,Other,50,44,0.88
2019,Crimes Against the Person,Robbery-Other,13,4,0.31
2015,Other Federal Statute Violations,Other,1,1,1.0
2020,Crimes Against Property,Auto Theft,21,3,0.14
2017,Crimes Against Property,Fraud,58,8,0.14
2015,Crimes Against Property,Auto Theft,9,2,0.22
2015,Other Criminal Code Violations,Other,30,25,0.83
2022,Other Criminal Code Violations,Other,15,11,0.73
2018,Criminal Code Traffic,Other,1,1,1.0
2022,Controlled Drugs and Substances Act,Other,2,2,1.0
2015,Crimes Against Property,Break & Enter-Apartment,43,14,0.33
2020,Crimes Against Property,Break & Enter-Commercial,27,3,0.11
2014,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1,0.5
2019,Crimes Against Property,Auto Theft,40,12,0.3
2015,Other Federal Statute Violations,Other,17,16,0.94
2021,Crimes Against the Person,Other,13,7,0.54
2023,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,7,0.88
2017,Crimes Against the Person,Assault,268,157,0.59
2018,Crimes Against Property,Break & Enter-Other,14,8,0.57
2017,Crimes Against the Person,Assault,108,81,0.75
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1.0
2017,Crimes Against Property,Fraud,450,143,0.32
2014,Crimes Against Property,Theft Under $5000,680,292,0.43
2020,Other Criminal Code Violations,Other,6,5,0.83
2017,Crimes Against the Person,Sexual Violation,2,2,1.0
2018,Controlled Drugs and Substances Act,Other,6,5,0.83
2018,Crimes Against the Person,Robbery-Other,29,15,0.52
2022,Crimes Against Property,Break & Enter-House,14,10,0.71
2020,Crimes Against Property,Break & Enter-Commercial,14,2,0.14
2022,Crimes Against the Person,Other,4,2,0.5
2022,Crimes Against Property,Break & Enter-Apartment,9,2,0.22
2015,Controlled Drugs and Substances Act,Other,7,7,1.0
2017,Crimes Against the Person,Assault,19,14,0.74
2017,Crimes Against the Person,Assault,28,20,0.71
2017,Controlled Drugs and Substances Act,Other,1,1,1.0
2020,Criminal Code Traffic,Other,26,24,0.92
2022,Crimes Against the Person,Other,7,5,0.71
2017,Crimes Against Property,Other,123,41,0.33
2023,Criminal Code Traffic,Other,4,3,0.75
2017,Controlled Drugs and Substances Act,Other,94,92,0.98
2020,Crimes Against the Person,Assault,130,74,0.57
2020,Criminal Code Traffic,Other,4,3,0.75
2018,Crimes Against Property,Auto Theft,15,1,0.07
2022,Criminal Code Traffic,Other,28,25,0.89
2021,Crimes Against the Person,Other,11,6,0.55
2022,Criminal Code Traffic,Other,1,1,1.0
2022,Crimes Against the Person,Other,26,10,0.38
2018,Crimes Against the Person,Assault,1,1,1.0
2021,Other Criminal Code Violations,Other,53,40,0.75
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4,1.0
2018,Crimes Against the Person,Robbery-Other,17,10,0.59
2019,Crimes Against the Person,Robbery-Other,21,15,0.71
2016,Crimes Against Property,Break & Enter-House,12,1,0.08
2021,Crimes Against the Person,Other,1,1,1.0
2020,Crimes Against Property,Fraud,77,7,0.09
2015,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,12,11,0.92
2023,Crimes Against the Person,Other,15,4,0.27
2021,Other Criminal Code Violations,Other,44,37,0.84
2019,Crimes Against Property,Auto Theft,61,5,0.08
2019,Crimes Against Property,Theft Under $5000,3471,1397,0.4
2017,Crimes Against Property,Theft Under $5000,1,1,1.0
2023,Crimes Against the Person,Assault,59,41,0.69
2022,Criminal Code Traffic,Other,1,1,1.0
2021,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,1.0
2016,Crimes Against Property,Other,3,2,0.67
2015,Crimes Against Property,Other,57,21,0.37
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,3,1.0
2019,Other Federal Statute Violations,Other,1,1,1.0
2015,Crimes Against the Person,Robbery-Financial,1,1,1.0
2017,Controlled Drugs and Substances Act,Other,37,36,0.97
2014,Crimes Against Property,Theft Under $5000,1,1,1.0
2017,Controlled Drugs and Substances Act,Other,22,21,0.95
2016,Crimes Against Property,Other,29,2,0.07
2021,Crimes Against Property,Fraud,50,7,0.14
2014,Crimes Against the Person,Assault,7,1,0.14
2021,Crimes Against the Person,Sexual Violation,21,8,0.38
2021,Crimes Against the Person,Sexual Violation,12,6,0.5
2019,Crimes Against the Person,Sexual Violation,52,23,0.44
2014,Crimes Against Property,Theft Under $5000,60,12,0.2
2022,Crimes Against the Person,Robbery-Other,17,6,0.35
2016,Crimes Against Property,Fraud,31,3,0.1
2022,Crimes Against the Person,Sexual Violation,9,5,0.56
2016,Other Criminal Code Violations,Other,34,31,0.91
2014,Crimes Against Property,Break & Enter-House,2,1,0.5
2016,Crimes Against Property,Other,1,1,1.0
2018,Crimes Against Property,Break & Enter-Commercial,7,1,0.14
2021,Crimes Against the Person,Assault,233,135,0.58
2014,Crimes Against the Person,Assault,133,88,0.66
2023,Crimes Against Property,Fraud,125,4,0.03
2021,Crimes Against the Person,Robbery-Other,3,2,0.67
2017,Crimes Against Property,Theft Under $5000,5,4,0.8
2019,Crimes Against the Person,Other,13,8,0.62
2014,Other Federal Statute Violations,Other,1,1,1.0
2023,Crimes Against the Person,Other,37,20,0.54
2021,Criminal Code Traffic,Other,2,2,1.0
2021,Crimes Against Property,Break & Enter-Apartment,2,1,0.5
2021,Crimes Against the Person,Assault,237,150,0.63
2020,Crimes Against the Person,Sexual Violation,26,11,0.42
2020,Controlled Drugs and Substances Act,Other,3,2,0.67
2019,Crimes Against Property,Theft Under $5000,721,118,0.16
2018,Crimes Against the Person,Robbery-Other,1,1,1.0
2019,Criminal Code Traffic,Other,9,9,1.0
2019,Crimes Against Property,Other,51,15,0.29
2023,Crimes Against Property,Break & Enter-House,5,2,0.4
2018,Crimes Against Property,Other,26,6,0.23
2021,Crimes Against Property,Theft Under $5000,23,2,0.09
2014,Crimes Against Property,Fraud,14,4,0.29
2023,Crimes Against the Person,Robbery-Other,12,4,0.33
2023,Crimes Against Property,Break & Enter-House,10,2,0.2
2019,Criminal Code Traffic,Other,4,4,1.0
2018,Crimes Against Property,Theft Under $5000,242,95,0.39
2018,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,9,8,0.89
2018,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,5,4,0.8
2021,Crimes Against the Person,Assault,18,9,0.5
2019,Controlled Drugs and Substances Act,Other,9,9,1.0
2023,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,17,15,0.88
2018,Crimes Against the Person,Sexual Violation,12,4,0.33
2014,Crimes Against Property,Break & Enter-Apartment,5,1,0.2
2021,Crimes Against Property,Break & Enter-Commercial,15,5,0.33
2014,Other Federal Statute Violations,Other,2,2,1.0
2018,Crimes Against Property,Break & Enter-Other,7,1,0.14
2021,Controlled Drugs and Substances Act,Other,1,1,1.0
2023,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,8,8,1.0
2021,Crimes Against Property,Break & Enter-Commercial,8,3,0.38
2022,Crimes Against the Person,Other,4,2,0.5
2020,Crimes Against Property,Auto Theft,30,1,0.03
2018,Crimes Against Property,Break & Enter-House,2,1,0.5
2015,Crimes Against the Person,Sexual Violation,1,1,1.0
2020,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,11,10,0.91
2021,Crimes Against the Person,Other,8,6,0.75
2018,Other Federal Statute Violations,Other,1,1,1.0
2019,Crimes Against the Person,Sexual Violation,6,4,0.67
2020,Crimes Against the Person,Robbery-Other,20,13,0.65
2015,Crimes Against Property,Break & Enter-Other,2,1,0.5
2015,Crimes Against Property,Theft Under $5000,57,8,0.14
2021,Other Criminal Code Violations,Other,14,12,0.86
2015,Crimes Against Property,Fraud,10,3,0.3
2014,Crimes Against Property,Break & Enter-Commercial,4,1,0.25
2020,Crimes Against Property,Break & Enter-Other,2,1,0.5
2022,Crimes Against Property,Break & Enter-Apartment,20,8,0.4
2023,Crimes Against Property,Other,9,2,0.22
2016,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,22,21,0.95
2018,Crimes Against the Person,Robbery-Other,20,9,0.45
2016,Criminal Code Traffic,Other,2,2,1.0
2019,Crimes Against the Person,Assault,20,15,0.75
2015,Crimes Against Property,Break & Enter-Commercial,13,3,0.23
2021,Crimes Against the Person,Robbery-Other,17,9,0.53
2014,Crimes Against Property,Auto Theft,24,2,0.08
2014,Crimes Against Property,Theft Over $5000,4,3,0.75
2020,Crimes Against Property,Fraud,24,1,0.04
2016,Crimes Against the Person,Other,24,12,0.5
2015,Crimes Against Property,Other,35,13,0.37
2018,Controlled Drugs and Substances Act,Other,1,1,1.0
2023,Crimes Against the Person,Other,18,8,0.44
2016,Crimes Against the Person,Other,27,16,0.59
2021,Crimes Against Property,Fraud,6,1,0.17
2021,Criminal Code Traffic,Other,10,9,0.9
2015,Crimes Against the Person,Robbery-Other,3,3,1.0
2021,Crimes Against the Person,Robbery-Other,9,2,0.22
2021,Crimes Against Property,Other,61,14,0.23
2017,Crimes Against Property,Break & Enter-Commercial,7,1,0.14
2021,Crimes Against Property,Break & Enter-Other,3,1,0.33
2016,Other Federal Statute Violations,Other,7,6,0.86
2014,Crimes Against Property,Other,42,15,0.36
2018,Crimes Against Property,Break & Enter-Other,1,1,1.0
2018,Other Criminal Code Violations,Other,84,73,0.87
2014,Crimes Against Property,Other,68,30,0.44
2019,Crimes Against Property,Theft Over $5000,16,3,0.19
2023,Criminal Code Traffic,Other,9,9,1.0
2016,Other Criminal Code Violations,Other,1208,1169,0.97
2020,Crimes Against the Person,Other,19,13,0.68
2014,Crimes Against Property,Break & Enter-Other,1,1,1.0
2014,Crimes Against the Person,Robbery-Other,8,4,0.5
2017,Crimes Against the Person,Sexual Violation,12,10,0.83
2014,Crimes Against Property,Auto Theft,314,26,0.08
2017,Other Criminal Code Violations,Other,12,10,0.83
2021,Crimes Against Property,Other,6,1,0.17
2021,Crimes Against Property,Break & Enter-Commercial,28,7,0.25
2015,Criminal Code Traffic,Other,13,13,1.0
2019,Crimes Against the Person,Sexual Violation,15,8,0.53
2015,Crimes Against Property,Break & Enter-Commercial,3,1,0.33
2019,Crimes Against Property,Theft Under $5000,346,122,0.35
2015,Crimes Against Property,Other,39,17,0.44
2022,Crimes Against Property,Auto Theft,82,12,0.15
2018,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1,1.0
2022,Other Criminal Code Violations,Other,76,64,0.84
2017,Crimes Against the Person,Sexual Violation,2,2,1.0
2015,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,13,13,1.0
2019,Criminal Code Traffic,Other,5,5,1.0
2015,Crimes Against Property,Auto Theft,19,2,0.11
2016,Crimes Against Property,Break & Enter-Other,1,1,1.0
2018,Other Criminal Code Violations,Other,2,2,1.0
2023,Other Criminal Code Violations,Other,24,19,0.79
2022,Crimes Against Property,Break & Enter-Commercial,30,8,0.27
2018,Crimes Against the Person,Assault,175,115,0.66
2015,Crimes Against Property,Fraud,26,3,0.12
2020,Crimes Against Property,Break & Enter-House,6,1,0.17
2021,Crimes Against Property,Theft Under $5000,25,2,0.08
2014,Criminal Code Traffic,Other,1,1,1.0
2017,Crimes Against Property,Theft Over $5000,7,3,0.43
2016,Crimes Against Property,Fraud,51,3,0.06
2019,Crimes Against Property,Break & Enter-Commercial,76,31,0.41
2019,Crimes Against Property,Theft Under $5000,14,1,0.07
2023,Crimes Against the Person,Robbery-Other,25,14,0.56
2016,Crimes Against Property,Other,106,39,0.37
2019,Crimes Against the Person,Other,13,5,0.38
2023,Crimes Against Property,Break & Enter-Commercial,19,5,0.26
2014,Crimes Against Property,Auto Theft,4,1,0.25
2018,Crimes Against Property,Auto Theft,32,2,0.06
2021,Crimes Against Property,Other,35,13,0.37
2021,Crimes Against Property,Theft Under $5000,243,18,0.07
2022,Crimes Against the Person,Other,34,17,0.5
2014,Crimes Against Property,Theft Over $5000,8,3,0.38
2018,Crimes Against Property,Break & Enter-Commercial,12,3,0.25
2016,Crimes Against Property,Break & Enter-Apartment,8,1,0.12
2021,Controlled Drugs and Substances Act,Other,5,5,1.0
2014,Other Federal Statute Violations,Other,1,1,1.0
2023,Criminal Code Traffic,Other,1,1,1.0
2016,Crimes Against the Person,Robbery-Financial,4,4,1.0
2021,Crimes Against Property,Other,57,3,0.05
2021,Other Criminal Code Violations,Other,10,6,0.6
2015,Crimes Against Property,Break & Enter-House,8,5,0.62
2017,Other Federal Statute Violations,Other,1,1,1.0
2023,Crimes Against the Person,Attempt Murder,1,1,1.0
2022,Criminal Code Traffic,Other,11,10,0.91
2017,Other Criminal Code Violations,Other,33,28,0.85
2022,Crimes Against Property,Fraud,41,4,0.1
2023,Crimes Against Property,Theft Under $5000,217,47,0.22
2017,Crimes Against Property,Break & Enter-Commercial,6,1,0.17
2017,Other Federal Statute Violations,Other,6,6,1.0
2022,Crimes Against the Person,Robbery-Other,6,2,0.33
2019,Crimes Against Property,Break & Enter-Commercial,14,2,0.14
2017,Crimes Against the Person,Robbery-Financial,1,1,1.0
2021,Crimes Against Property,Break & Enter-Commercial,21,1,0.05
2022,Criminal Code Traffic,Other,6,6,1.0
2014,Crimes Against Property,Fraud,25,9,0.36
2016,Crimes Against Property,Theft Over $5000,2,1,0.5
2019,Crimes Against Property,Other,63,15,0.24
2018,Crimes Against Property,Theft Over $5000,11,4,0.36
2019,Crimes Against the Person,Robbery-Other,10,3,0.3
2022,Crimes Against Property,Auto Theft,69,2,0.03
2019,Controlled Drugs and Substances Act,Other,4,4,1.0
2019,Crimes Against Property,Break & Enter-House,10,1,0.1
2018,Crimes Against Property,Auto Theft,32,7,0.22
2018,Other Federal Statute Violations,Other,1,1,1.0
2018,Crimes Against Property,Theft Over $5000,5,1,0.2
2022,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,49,44,0.9
2021,Crimes Against Property,Other,13,4,0.31
2017,Controlled Drugs and Substances Act,Other,5,5,1.0
2020,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,58,51,0.88
2017,Crimes Against Property,Break & Enter-Apartment,15,5,0.33
2015,Crimes Against Property,Theft Under $5000,32,6,0.19
2016,Crimes Against Property,Auto Theft,46,6,0.13
2023,Crimes Against Property,Fraud,48,2,0.04
2020,Crimes Against Property,Auto Theft,31,5,0.16
2016,Crimes Against the Person,Other,20,13,0.65
2023,Crimes Against the Person,Assault,366,266,0.73
2015,Crimes Against Property,Auto Theft,14,4,0.29
2014,Crimes Against Property,Theft Over $5000,3,1,0.33
2014,Other Criminal Code Violations,Other,48,41,0.85
2014,Crimes Against Property,Other,86,39,0.45
2019,Crimes Against Property,Fraud,95,14,0.15
2020,Crimes Against the Person,Robbery-Other,4,3,0.75
2017,Other Criminal Code Violations,Other,22,20,0.91
2020,Crimes Against Property,Break & Enter-House,8,2,0.25
2014,Crimes Against Property,Other,85,23,0.27
2019,Crimes Against the Person,Sexual Violation,14,10,0.71
2017,Criminal Code Traffic,Other,8,8,1.0
2020,Other Criminal Code Violations,Other,53,40,0.75
2017,Crimes Against Property,Break & Enter-Commercial,3,2,0.67
2014,Crimes Against the Person,Other,15,10,0.67
2019,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,17,11,0.65
2017,Crimes Against the Person,Attempt Murder,2,1,0.5
2020,Crimes Against the Person,Assault,15,7,0.47
2020,Crimes Against Property,Theft Under $5000,99,3,0.03
2019,Crimes Against Property,Auto Theft,49,4,0.08
2020,Crimes Against Property,Fraud,93,11,0.12
2018,Controlled Drugs and Substances Act,Other,6,4,0.67
2016,Criminal Code Traffic,Other,1,1,1.0
2022,Crimes Against the Person,Assault,3,1,0.33
2022,Crimes Against the Person,Sexual Violation,17,6,0.35
2016,Crimes Against Property,Break & Enter-Apartment,7,1,0.14
2016,Crimes Against Property,Other,1,1,1.0
2019,Crimes Against Property,Break & Enter-Apartment,7,1,0.14
2018,Other Criminal Code Violations,Other,1,1,1.0
2020,Controlled Drugs and Substances Act,Other,13,11,0.85
2015,Crimes Against Property,Other,78,36,0.46
2014,Crimes Against Property,Other,39,14,0.36
2020,Crimes Against the Person,Robbery-Other,5,3,0.6
2015,Crimes Against Property,Fraud,24,11,0.46
2018,Crimes Against Property,Theft Over $5000,4,3,0.75
2018,Controlled Drugs and Substances Act,Other,18,18,1.0
2019,Crimes Against Property,Break & Enter-House,31,3,0.1
2014,Crimes Against Property,Break & Enter-House,21,4,0.19
2022,Crimes Against the Person,Robbery-Other,2,1,0.5
2018,Crimes Against Property,Theft Under $5000,19,2,0.11
2018,Crimes Against Property,Fraud,24,4,0.17
2023,Crimes Against Property,Break & Enter-Apartment,7,2,0.29
2021,Other Criminal Code Violations,Other,28,21,0.75
2023,Criminal Code Traffic,Other,24,21,0.88
2018,Crimes Against the Person,Other,50,34,0.68
2018,Crimes Against the Person,Sexual Violation,2,2,1.0
